3.762508884358428674e-02 2.491115641567454020e-05 1.316966769970701490e-03 5.137139661876144724e-06
7.029121018907513729e-03 2.087898109204289199e-05 5.877791629563649525e-04 1.166271144525853146e-05
2.461172674091538504e-02 5.088273259084452604e-03 1.063781460626907248e-03 4.604538432042179735e-04
5.305044833283645289e-04 1.949551667168591962e-05 1.602900428204198429e-04 1.302895678516367847e-05
2.999150935998340373e-04 8.490640013292249932e-08 1.224020266947344743e-04 8.247497681023125296e-08
5.999999947987610938e-04 5.201172825763933361e-12 1.730980013348908586e-04 3.292722539913596458e-10
1.312930574749548995e-02 1.220694252502818600e-03 7.860513266537716990e-04 1.974865536098680712e-04
1.598127144825500778e-02 1.872855174500642761e-05 8.814226774631490338e-04 5.298440856554439747e-06
3.267395223871982779e-03 3.260477612787582302e-05 4.015008437199347937e-04 2.342991932357047820e-05
4.399983130510376483e-03 1.686948913892649671e-08 4.669091851320762254e-04 8.700828506171142463e-09
2.373368348907112235e-03 9.766316510932959716e-04 3.232028234497952486e-04 1.871585507324833935e-04
1.999999742148927950e-03 2.578506297368221567e-10 3.155755990266467673e-04 4.939083809870393912e-10
2.948452169066584361e-03 5.154783093286319229e-05 3.802227091835704226e-04 2.441949461410962627e-05
2.949001407857920753e-03 9.985921416433285458e-07 3.827604283262319058e-04 7.797076764798123203e-07
7.464900598084245331e-04 3.509940192047977803e-06 1.926062469535791736e-04 2.247495256827863557e-06
1.549285686348378377e-03 7.143136511178482806e-07 2.778158871360923926e-04 3.418408219042333562e-07
2.399999995061907754e-03 4.938272013532696292e-12 3.455527410825731845e-04 nan
3.172476663284884424e-02 3.425233367151392372e-03 1.195878628554724807e-03 3.328823925975855740e-04
2.347084674338084653e-03 2.915325661323464601e-06 3.415307348788088927e-04 9.189039439393830560e-07
5.048396443679381562e-03 1.603556320173282757e-06 4.997161762687100071e-04 4.326301303621851193e-07
5.815240737301330398e-04 1.847592627002292431e-05 1.686919032598882464e-04 1.838557254553804341e-05
5.598559597102847896e-02 1.440402897001646920e-05 1.573490949836190474e-03 3.020615911671166615e-06
9.449522099689078303e-03 4.779003099919520992e-07 6.806287975174743314e-04 1.614038717022664825e-07
2.738901636787050009e-02 1.098363213003494820e-05 1.136528181595172857e-03 2.054896551162467583e-06
2.499838460171099896e-03 1.615398292909020483e-07 3.526191162608097152e-04 7.619167144244473106e-08
8.349999397106344645e-03 6.028937349356056075e-10 6.405608871834333595e-04 nan
8.699999156606130768e-03 8.433929110651661176e-10 6.536081020899188422e-04 5.703162734357588648e-10
6.039999662764627963e-02 3.372353063468835899e-09 1.626107292052992150e-03 5.460362601819715615e-10
1.094464500438041554e-03 5.535499562503432003e-06 2.331359927324663101e-04 5.314025284493039341e-06
6.943436044286599440e-04 5.656395571929095922e-06 1.854916874373576112e-04 4.662906752611803215e-06
7.546444601249646666e-04 1.595355539875775719e-03 1.859035996943221537e-04 2.764103871311811614e-04
4.976553702876529428e-03 2.344629712336399052e-05 4.952921996728329966e-04 1.380171513582803981e-05
2.547419603581513314e-02 1.325803964185690020e-03 1.085337699062815901e-03 1.846370245180091788e-04
3.863555963590670217e-03 2.036444036410678393e-03 4.243578305007870001e-04 2.995805957598301691e-04
3.599999684045451787e-03 3.159534855967649492e-10 4.226878729316117475e-04 nan
2.808704228507652445e-03 8.412957714920565877e-04 3.545817005581760033e-04 1.672927024848098619e-04
4.076838395716375629e-03 2.316160428383895464e-05 4.485463624764833156e-04 1.437020089511976838e-05
1.555348845976523009e-03 4.144651154024403539e-03 2.546204916578922940e-04 4.392137223110043954e-04
5.002938877231244419e-03 1.436470611227689265e-01 4.224047385186839002e-04 2.268662003594921085e-03
2.738889910660846638e-03 3.841111008933850712e-02 3.140630332994617715e-04 1.325279679189381773e-03
1.799999165904564435e-03 8.340936830109058064e-10 2.994431239226783112e-04 6.376329780383572434e-10
2.043374342646897546e-03 6.625657351655434013e-06 3.184604894648875224e-04 2.661522258428617211e-06
1.014999617292278167e-02 3.827077321716387814e-09 7.049027667730380564e-04 1.367570381200724521e-09
3.278364420745027985e-03 2.163557925527470616e-05 4.024310993774671079e-04 1.449120560961524976e-05
6.006581418600775990e-03 1.434185813988797520e-04 5.417381354212286431e-04 6.293609277552181139e-05
2.592239666044826585e-02 4.212760333955034575e-02 1.060215085182187244e-03 1.352096610204943329e-03
2.738717869918971815e-03 1.036128213008180587e-02 3.411818051943029686e-04 7.018825258127379951e-04
3.140000769846773565e-03 3.599992301530630101e-04 3.899849157706043799e-04 1.185179699128069474e-04
3.849999963947192683e-03 3.605293841246748343e-11 4.370048291343566643e-04 nan
2.184866352566317005e-03 7.151336474335856508e-04 3.145943785157063175e-04 1.608228807894191825e-04
1.315203139951481859e-03 1.184796860048020761e-03 2.474735547450866257e-04 2.339960512316488744e-04
5.199988888060058656e-03 1.111193981273572717e-08 5.071623862309868839e-04 5.568499091594199792e-09
2.449660634098682621e-03 3.393659013806171743e-07 3.490675707078768415e-04 2.226265204141206066e-07
4.991184746524490734e-03 5.881525347395388792e-05 4.943881784318100280e-04 1.774985258267370992e-05
6.399754397223844649e-03 2.456027754504930272e-07 5.619226429564045527e-04 1.425036716229925088e-07
2.245541388009142381e-03 4.458611990720839913e-06 3.339842223291981352e-04 2.965316617031699192e-06
4.180337405447209775e-02 4.662594552695686900e-05 1.381440848504889018e-03 1.357112327468963803e-05
3.899609094478062588e-03 3.909055230622016097e-07 4.397668722545252989e-04 2.537019746901191037e-07
2.070272590676536240e-02 1.239727409323276852e-02 9.513155972287252364e-04 7.175869728085433391e-04
2.699466868058619795e-02 2.396553313194131896e-01 1.038945341731369000e-03 2.482301923695458355e-03
7.125471217747314512e-03 2.452878225289722991e-05 5.915931960532660279e-04 1.157787276940443234e-05
8.690540764463516865e-03 9.459235535969057196e-06 6.529216296124007272e-04 4.016029748717736844e-06
