6.499360207431470471e-03 6.397925695900141818e-07 5.661279348730634394e-04 6.848665000201254766e-08
2.683450724223623851e-02 1.549275776380198977e-05 1.124915458816233040e-03 4.896758536805993147e-06
2.684157827935873541e-02 4.408421720641708674e-03 1.084080401631491806e-03 3.435479102050455940e-04
5.343767419063727431e-04 1.562325809256748244e-05 1.612450882193820138e-04 9.530695330643528912e-06
9.998518005538414855e-05 1.481994438279343740e-08 7.069277672118151991e-05 1.481908060700591979e-08
8.999999995473739745e-04 4.529709940470638685e-13 2.119314456440632107e-04 2.851581367178794324e-10
2.664586956559933384e-02 6.041304343999964743e-04 1.113493047034910593e-03 1.010914578422216528e-04
3.673776623280589071e-02 1.223376719505786525e-05 1.301781146980529862e-03 1.817356900695230343e-06
1.149850250560469078e-03 1.497494399593790604e-07 2.394707036820080176e-04 6.979484480230162752e-08
1.239997209153376190e-02 2.790846709288530292e-08 7.770779985417323055e-04 4.850483186542908570e-09
2.277041086740982934e-03 1.729589132588582601e-04 3.283933342875238349e-04 5.597325734476350128e-05
3.599999845621537631e-03 1.543778438417575671e-10 4.226570571490321994e-04 6.585445079827192917e-10
1.148004545076242167e-03 1.995454924408335273e-06 2.390937974345981273e-04 1.829771063079225530e-06
8.499560054215926641e-04 4.399457775861037589e-08 2.059605397249500219e-04 3.908331275314971475e-08
5.490461587500661267e-04 9.538412497622772435e-07 1.654494130345657993e-04 6.676276510085299451e-07
2.949686926604577764e-03 3.130733958744968959e-07 3.828252681152274971e-04 9.683515761020184068e-08
4.499999928191389387e-04 7.181810701695212629e-12 1.499290956007046875e-04 5.460362601819715615e-10
1.837957875085138859e-02 9.204212491489283110e-04 9.229940874177112054e-04 1.093865956727115544e-04
4.549094180037016599e-03 9.058199630374019762e-07 4.745915102180915278e-04 2.686973567013789697e-07
1.099852438104287344e-03 1.475618953694635138e-07 2.342183886062939127e-04 1.078548847254499552e-07
4.498895408506786708e-04 1.104591500489249256e-07 1.498923631888250641e-04 1.080627693939082669e-07
7.314080379224763284e-02 9.196207751305252032e-06 1.764916076329454747e-03 1.003142796479565490e-06
5.699937394771703580e-03 6.260522789069966620e-08 5.306429522486973268e-04 2.081979895579457068e-08
1.744714943462088996e-02 2.850565378631486624e-06 9.166559422808087708e-04 4.244084016109963074e-07
4.149962681044172541e-03 3.731895570346921431e-08 4.535280672040671525e-04 1.442798728573105120e-08
2.544999918329504673e-02 8.167049259100167546e-10 1.097488645619835350e-03 2.328306436538696289e-10
2.184999905812579080e-02 9.418759105983554036e-10 1.020961948761407246e-03 4.355862488474162912e-10
3.119999938504425252e-02 6.149551978751333081e-10 1.207383104939060937e-03 2.328306436538696289e-10
4.935680569571276877e-03 1.431943042851102632e-05 4.935045057270375825e-04 4.821906027790377770e-06
7.443785693352911181e-04 5.621430664515258968e-06 1.920580142994425402e-04 2.407489942899661190e-06
3.221433762366388009e-03 1.228566237632788827e-03 3.866380195589020448e-04 2.251491685170332088e-04
8.847293302546743732e-03 2.706697453058737324e-06 6.587983167186356286e-04 1.079848708375763611e-06
1.905703390049651169e-02 5.429660995028839920e-04 9.457459995630218769e-04 7.220771662270707961e-05
6.293242849150670892e-03 1.606757150849125182e-03 5.324829816318852899e-04 2.293105044254878009e-04
1.699999272087193702e-03 7.279137292925952352e-10 2.910265173897197736e-04 5.460362601819715615e-10
2.609261408921481618e-03 9.073859107955328795e-05 3.558115918836967165e-04 3.684864987440047903e-05
2.895114662072151290e-03 4.885337927529320723e-06 3.789990995910739752e-04 2.510437720999715043e-06
3.532308146261708970e-03 2.517691853738623919e-03 3.835017916369626474e-04 3.112414162710885326e-04
6.987060196668393175e-03 8.921293980333055984e-02 4.927052039640698834e-04 1.903277400999469184e-03
5.603578682088050655e-03 2.704642131791090698e-02 4.706718267118677255e-04 1.113380315647560792e-03
3.249999531902192373e-03 4.680966725345570012e-10 4.017346523445593925e-04 2.851581367178794324e-10
3.547619526954814972e-03 2.380473045349162931e-06 4.194547397659325791e-04 5.671907881760294194e-07
1.544999769319987948e-02 2.306800084284077457e-09 8.645417260609517332e-04 4.355862488474162912e-10
1.198756562534208925e-03 1.243437465436869616e-06 2.443883996958668499e-04 8.046277050030844827e-07
3.305246978763376475e-02 1.475302123672417309e-04 1.238017833692446786e-03 3.707021405783313405e-05
4.213067118157853841e-02 5.111932881842151666e-02 1.310142234190520526e-03 1.444998665977393964e-03
1.123636417359241690e-02 1.721363582640678125e-02 6.957206568127285952e-04 8.755844581480442396e-04
1.229342102360142519e-03 7.065789764038044041e-05 2.443251680450880337e-04 4.371778998948502387e-05
6.999999989130145650e-04 1.087130385712953284e-12 1.869452926647112250e-04 5.936039976767246252e-10
3.381928235773434821e-03 3.680717642267072875e-04 3.971072479685007722e-04 8.979729903348640291e-05
3.625455413637679314e-03 8.245445863632738792e-04 4.121986276407133953e-04 1.762315818580208584e-04
1.349971946173145199e-03 2.805382637305342541e-08 2.594336533131396381e-04 2.253290654520542939e-08
1.899603483644263235e-03 3.965163561936435599e-07 3.075411716729936802e-04 1.415747209682954402e-07
2.795987127108823245e-03 4.012872891978602752e-06 3.725342577657159929e-04 1.341255040582081612e-06
9.899823195641310747e-03 1.768043591532375558e-07 6.961971710308387587e-04 4.830155737512955677e-08
