2.992799069384521893e-02 3.782105985200567844e-03 3.990332095438198223e-05 8.220424253967062922e-04 2.777834364737158195e-04 5.992455302767548723e-06
6.792684509439927965e-03 7.179789436666528246e-04 1.433654689519947567e-05 4.024023469582150886e-04 1.194246090164685495e-04 4.241393931101641270e-06
1.372757983910166679e-02 3.191826349880577673e-02 1.627915666209434065e-02 5.505043993563860137e-04 7.312617026390481586e-04 4.818512111688204314e-04
9.027662164031724501e-04 1.417735368204553481e-03 2.949841539123809753e-05 1.437255542479618268e-04 1.809500798170013229e-04 9.377156054257701959e-06
1.804335564190573393e-04 1.955723420121735501e-05 9.209379925323446514e-09 6.621955265646286767e-05 1.913512752277447067e-05 9.210799096549154066e-09
1.449943919707097351e-03 5.608028685877286534e-08 5.329070518200751394e-15 1.898164777525057016e-04 2.961162790185051179e-08 3.292722539913596458e-10
6.915416866487111847e-03 6.879006806977061572e-03 8.555763265363225401e-04 3.989187957347838424e-04 3.793559429949294867e-04 7.681962972656188201e-05
1.055269352219667667e-02 7.433424996605708657e-04 3.963978142840218766e-06 5.014093531045641121e-04 1.213005889587984593e-04 1.127797294335851692e-06
4.688207705123792479e-03 1.247382938615926307e-03 3.940935625923458474e-05 3.329521276982606230e-04 1.609823594443506381e-04 9.380558176215002722e-06
5.574541343872141397e-03 2.545745220627892991e-05 1.203920518833001552e-09 3.683341494595663060e-04 1.125137390545208612e-05 1.104412714543884867e-09
3.563673025034574948e-03 4.733371900607963312e-03 2.027955074358711585e-03 2.885831224326612025e-04 3.063798162684524770e-04 1.803878082546368365e-04
3.837564359463696562e-03 1.243476930357090282e-05 8.712337518090862432e-10 3.069320329766959672e-04 9.582736232834021564e-06 9.457625454100734590e-10
3.522895214325361124e-03 3.698536408188290991e-03 1.785683774875312935e-04 2.808818777469306634e-04 2.814411456239947467e-04 2.539647052187340190e-05
1.788583581963765212e-03 1.344203890807360580e-04 1.996028955231210489e-06 2.100313287977591563e-04 5.509214331892517554e-05 9.012690463615171593e-07
1.145218388383772989e-03 8.992031327719196554e-04 5.578478845524870167e-06 1.615278431432052783e-04 1.408607833243524072e-04 1.588786437508658499e-06
2.976995664036197198e-03 4.223752948069314783e-04 6.290411576070908950e-07 2.664233626760648056e-04 8.911866428020049041e-05 2.289577754317414636e-07
4.499251952490457285e-03 7.480471557741452671e-07 3.552713678800500929e-13 3.322267907042351334e-04 2.448839393100737230e-07 3.681375715146283064e-10
3.696430838887221348e-02 5.377788450617448923e-02 1.408280710495368737e-02 8.767477220719426976e-04 9.231488712158616517e-04 3.676389262876862490e-04
4.087748874373353658e-03 6.083098526188379651e-04 3.941273008178924897e-06 3.122146597041023839e-04 1.095058963571173309e-04 1.264666530980902131e-06
5.107851432148757809e-03 1.530806546093943510e-03 1.134202175756549025e-05 3.460822328166571725e-04 1.762978036069779277e-04 3.203971887172687921e-06
1.207545214465310934e-03 4.747053537101919574e-04 1.774943182564214794e-05 1.707007236350034293e-04 1.026591378037233960e-04 6.549743183380375176e-06
4.522798495142943409e-02 1.716682344684361539e-03 5.332703886473666444e-06 1.009944082731719078e-03 1.722398827729123346e-04 1.052347787616027676e-06
8.485216424336528007e-03 3.388309878162854005e-04 9.525878492677719578e-07 4.507714919508105304e-04 8.260230105503186236e-05 5.018725688212735419e-07
4.387513941318732513e-02 1.523050915182944109e-02 1.693514349860869572e-04 9.882033427631217032e-04 5.637432434944062917e-04 1.211852716194308887e-05
3.498306035611742359e-03 7.662686301035392944e-05 6.710137911980496028e-08 2.921009623103257703e-04 3.189146505972139501e-05 5.998541631134097987e-08
