1.862766305937912925e-02 4.370198145850601179e-03 3.963879477164589105e-05 4.451103135026711149e-04 2.270421612855653601e-04 3.399158507210981868e-06
5.674953379209535242e-03 1.254655049054420601e-05 7.030287463294371264e-11 2.601982107144505045e-04 1.241779614384307139e-05 6.160119807032380989e-10
2.612020273514081836e-02 1.640181012902752755e-02 2.987135837573262620e-06 5.129916436349073834e-04 4.143993973010656100e-04 1.659381890181231276e-07
7.958860555734581510e-05 4.063898051471781514e-04 1.521589298336678553e-06 3.068838475251962732e-05 7.063376998153118435e-05 3.403911150329371019e-07
2.109395602798436187e-04 1.560439712333661078e-06 1.065814103640150279e-14 5.113705525117530018e-05 1.471622996077978919e-06 8.865926770800618285e-10
9.124374906828158771e-04 6.250931705586992848e-08 3.552713678800500929e-15 1.064009583366061550e-04 4.390385896881223230e-08 nan
2.607922644861071504e-02 1.104036969629573761e-02 3.679038550965518795e-04 5.075142810718378215e-04 3.475039842662184250e-04 3.072074318614387555e-05
2.170543726332230250e-02 3.644195817358086842e-03 3.669193231470302408e-07 4.728428240763920425e-04 2.080516133507325394e-04 2.632428191886932008e-08
1.359308856150986955e-03 7.031749400288056506e-04 1.620382428235700445e-08 1.286126848529663374e-04 9.199267283864566197e-05 4.036104265451364776e-09
8.246625552613462418e-03 1.627900688533800988e-03 4.737588563674677289e-07 3.101972744802367283e-04 1.413655421574902473e-04 4.273758521345941514e-08
8.984314461757403336e-04 1.111235265307097819e-03 2.833288522019472566e-06 1.034383813097366963e-04 1.137902834059660194e-04 5.755622959166874978e-07
7.249799761690489674e-04 2.002382992749573987e-08 3.552713678800500929e-15 9.491714565366490982e-05 1.121098286705416857e-08 nan
7.633031053246863706e-04 1.239651413087283771e-02 3.401827638069843118e-04 9.731967205580134409e-05 3.649861759535908139e-04 1.116405524749676656e-05
1.438616175284868071e-02 1.013295375400513620e-04 8.709614363056061848e-09 3.987900837168679058e-04 3.507292067072792730e-05 6.340094285174320594e-09
4.738710751053920589e-03 2.237879709192647226e-04 1.278030126172780001e-09 2.386654615274610980e-04 5.263344516766745430e-05 1.041250292910165063e-09
7.499519926112974133e-05 4.800737585242131900e-09 3.552713678800500929e-15 3.060744556400704300e-05 2.368701383165992275e-09 nan
2.187499902131406770e-03 9.787015642359619960e-11 3.552713678800500929e-15 1.639012164584468037e-04 nan nan
4.298182920594273426e-02 2.403735965328746005e-02 1.183111407734305232e-04 5.934669820119297399e-04 4.814599162763014682e-04 4.609607455482020537e-06
4.021161271529960501e-03 1.041135848728780289e-03 2.028797443376362253e-07 2.203179166374824279e-04 1.130244772445314989e-04 5.002229696724547571e-08
3.650252124049346847e-03 1.122342172297230434e-04 1.365872570602277847e-08 2.103199363927853497e-04 3.662124935411726349e-05 5.344972146325277698e-09
3.835254266326693084e-04 7.897394188605133536e-05 6.314841982657526387e-10 6.882983233226721046e-05 3.073192698397321184e-05 nan
5.411262433270036531e-02 7.496535412596649905e-04 2.221260435586458470e-07 6.835666519918443375e-04 1.253274191704882514e-04 4.588742904367611604e-08
1.044874610442292351e-02 7.636099397529960697e-04 1.439558265925455771e-07 3.458896265022019453e-04 9.724014608424075723e-05 1.847449170879775081e-08
2.844542199398802929e-02 1.767071374145112728e-03 6.631870164142128488e-09 6.219727129345205968e-04 1.413874060016266664e-04 1.041250292910165063e-09
1.077658032552442080e-03 1.986673666592331244e-03 4.816830085752066282e-05 1.154187336027418523e-04 1.541509559073656120e-04 4.244771450179396480e-06
5.821920796192259218e-03 1.557919926842288305e-05 4.543920795185840689e-12 2.632785994164270121e-04 1.146360403892664161e-05 nan
3.762204689394588186e-03 5.029182837423817887e-05 3.482234944840456592e-09 2.150075474305474768e-04 2.497897860989902876e-05 1.795968113064476292e-09
6.045809596551898757e-02 3.543997183013125607e-04 4.316184742947370978e-09 8.075200500773162563e-04 6.548302549227759666e-05 9.599853366654507317e-10
3.500227311417081211e-04 2.145756511827912050e-03 1.672075703496034293e-05 6.604681983112006241e-05 1.614595935468318016e-04 1.308817075061432620e-06
2.579643470315140519e-04 1.379520961924951550e-03 1.469104837781287642e-08 5.174041916379272830e-05 1.283927923382307656e-04 3.971793248604978296e-09
4.983012517243423645e-04 1.666027818619797429e-03 4.817092965825331419e-05 7.363768430289639776e-05 1.384101678469268663e-04 4.244777937858287802e-06
2.039894896635807697e-03 5.475720544425577430e-04 3.304892404187853572e-08 1.581761040771756952e-04 8.212986493723186223e-05 7.601840289921736858e-09
2.420282220691682973e-02 2.001865024631643841e-02 3.410275467716772368e-04 5.591450490956853493e-04 5.276994674225783622e-04 1.116617299727407965e-05
1.070579234064616969e-03 7.476664140519950763e-03 9.025662541972678810e-05 1.162571299352525346e-04 2.923467526834779050e-04 4.261639805809092929e-06
3.913855462540416497e-03 6.114452670824555014e-05 1.075584066256851656e-11 2.172373215371591830e-04 2.360034929853492154e-05 8.394828241933111858e-10
1.521846356745903961e-03 1.364595579924188229e-03 1.058063334946623968e-06 1.353146336601161986e-04 1.278260110492624357e-04 1.311864834865561589e-07
1.563632995437380657e-02 1.511700306415786343e-04 1.498712265401991317e-11 4.128108139796779312e-04 3.478194569766378572e-05 0.000000000000000000e+00
6.331454520926538265e-03 2.286676971059509178e-02 1.017757684820264075e-04 2.733452506763580140e-04 4.712686631362339690e-04 4.677942952505748642e-06
1.747842217265649367e-04 5.697526387705664774e-02 6.762451901220156714e-03 4.459542919474098843e-05 6.540116743742025547e-04 1.245274785242776662e-04
5.759797628806850867e-03 1.526810969990322064e-02 6.095926712919030876e-04 2.615068876010846993e-04 4.105023910556093703e-04 5.929759304986398979e-05
5.124997245766760301e-03 2.754232397705891344e-09 3.552713678800500929e-15 2.478446373732083510e-04 1.710948820307276801e-09 nan
9.918087256259866535e-04 8.055569417367625107e-03 6.512185700935368970e-05 1.073871648671392078e-04 3.025490033746748271e-04 2.652160279527906726e-06
1.794237037705515014e-02 7.629622938543079158e-06 1.065814103640150279e-14 4.391454097146241502e-04 1.513229494427901374e-06 8.865926770800618285e-10
1.452640105261249204e-03 1.028017767888789180e-02 1.171822158543278647e-04 1.336672441430947580e-04 3.385504821824353804e-04 9.253935325731531278e-06
8.640709833563242626e-03 9.679013264163316421e-05 3.379874158326856559e-11 3.163113228680284835e-04 2.589519627246692594e-05 nan
1.440127500780352676e-02 6.667602611079437303e-02 7.160198881406065752e-03 4.227751659037514201e-04 5.873416406236906103e-04 1.273462415939635814e-04
1.782820654752992340e-03 1.398918143593985697e-02 5.779979093116782707e-04 1.464003190112276253e-04 3.861364431717853791e-04 3.146101106055320556e-05
5.252727358415532066e-03 1.690701493340496242e-03 3.157114824814399867e-05 2.499144533078216245e-04 1.412793155137577938e-04 3.657693915205292191e-06
2.738726775787680978e-02 2.322421226441662157e-07 3.552713678800500929e-15 5.167964210658392357e-04 1.353303956713746839e-07 nan
3.874201669868515552e-03 2.087488623728095405e-03 8.097064077006166372e-07 2.165484115903669059e-04 1.597888831283178523e-04 7.461504714712293456e-08
6.293979814531169836e-05 2.641584076939595960e-03 2.454761249195414052e-04 2.794384882725904745e-05 1.734304032901971067e-04 2.961385145710963815e-05
1.009513568733577671e-03 1.279858852225590482e-04 5.460485397179581923e-10 1.118507565668813632e-04 3.570317117935861804e-05 8.394828241933111858e-10
6.489914215965786326e-04 1.008578400130133446e-06 7.105427357601001859e-15 8.976968796956974093e-05 9.758310041635013531e-07 6.376329780383572434e-10
2.358281156638275533e-03 6.417223364743929181e-03 4.949547862120873276e-05 1.709513132289643285e-04 2.721126378580226123e-04 3.897069768143510199e-06
2.299681856395507928e-02 1.568051750133747646e-05 9.185470162265119143e-10 4.854075252190808288e-04 1.250697572934650361e-05 1.264594086818422132e-09
1.589174084562583467e-02 8.578674352586190821e-04 3.917191198077318859e-07 4.162445180769294684e-04 1.028025488926637387e-04 5.290279083323919425e-08
2.299479101539381176e-02 1.566424882566419541e-02 3.460158945145508369e-06 4.942092910837946659e-04 4.063302806060629566e-04 1.714624995135753068e-07
3.962860933542700081e-03 7.463906410842824357e-05 2.351896455365931615e-12 2.179136452883305539e-04 2.066902095316985457e-05 0.000000000000000000e+00
3.093614554865276034e-02 7.121916255453242250e-02 1.240821918968197934e-01 5.384659586233750319e-04 5.719472559543528232e-04 3.429184791374797721e-05
7.515256039344109240e-03 9.938790763287430607e-02 1.249468363277874694e-01 2.966415053374092821e-04 6.349624097578938312e-04 1.356832783615114110e-05
7.043586166390891634e-04 3.956263793070124990e-04 1.500405866217136008e-08 9.247855081644706433e-05 6.872376043500925871e-05 2.884657982123053280e-09
6.766680672903424565e-03 2.220796067469832380e-03 2.325962911164936031e-08 2.822365725411860103e-04 1.646802624638596488e-04 2.926635809702923342e-09
2.901794061500595490e-03 1.357056010553581160e-04 3.374474033535079798e-10 1.881517044791504792e-04 4.082176051739465301e-05 nan
8.744344669262549274e-04 1.005637608659792903e-04 1.772210822537090280e-09 1.038910566634905757e-04 3.456441635389497429e-05 nan
3.499426203665834123e-04 1.355917227885417020e-04 1.965656849067798362e-06 6.603310490449012008e-05 4.083506316584858032e-05 9.790988263870612895e-07
2.090982006489983114e-02 7.587645059156500338e-02 2.354262293435422926e-01 4.653580990933243924e-04 6.615091054917815547e-04 2.590873339552722033e-04
2.259298934790265889e-03 2.405658006185973363e-04 1.352645961905096783e-07 1.660398685966346817e-04 5.322853378333427117e-05 5.996417509596501433e-08
2.228821732313601700e-02 2.003974116838125319e-02 3.845415084862136013e-04 4.827688459047658944e-04 4.455117451216234164e-04 1.170174166953606384e-05
1.116379638853581824e-03 9.792240543702313005e-04 6.689630678025082489e-05 1.171586403083848648e-04 1.061792054517077309e-04 8.774555114035221577e-06
3.418151938549440771e-03 1.561531385136927241e-04 6.949229403030443564e-07 2.044362896992768075e-04 4.316815747119318692e-05 2.198357790202839539e-07
4.127972004075441959e-04 3.610991789655404460e-03 3.871100994112808280e-05 7.085669966395512340e-05 2.421219814492628786e-04 3.083615092095104976e-06
7.749122410349862378e-04 2.750560663529189043e-04 3.169261697522074428e-08 1.027606279326031028e-04 5.852357048403018227e-05 7.217749953269958496e-09
2.343938261012867841e-03 3.726443031339510270e-03 5.461870765000043093e-05 1.692946055421545143e-04 2.102411150556872355e-04 3.638516695521137949e-06
2.966155675409476444e-03 5.587550045429434675e-04 8.932005224338013250e-08 1.903046394659848293e-04 8.150703005293556745e-05 2.161942544468980555e-08
5.020338827408377114e-04 9.325214369197976083e-04 2.944680342675809470e-06 7.597216101245174089e-05 1.050777359487578512e-04 5.760542328818238452e-07
5.978862885480662470e-04 3.646911364024219004e-02 6.570500071211293758e-03 8.566104324749322489e-05 5.173975555214347950e-04 1.234116565551819406e-04
5.948673497767842377e-03 1.326502231169257584e-06 5.329070518200751394e-15 2.660694634170029222e-04 4.927017706725330691e-07 nan
1.243588572742049259e-02 1.411420228025761503e-05 7.030287463294371264e-11 3.794413194217794469e-04 1.242033180981181754e-05 6.160119807032380989e-10
2.239670588064512913e-04 1.032941189249569902e-06 7.105427357601001859e-15 5.275072937855699033e-05 9.763897605426251876e-07 6.376329780383572434e-10
9.570170864988414294e-02 5.372666233139611336e-02 6.584129018723405835e-03 7.854756100769240889e-04 5.616509635567192406e-04 1.234625588008049361e-04
1.176920122849445249e-02 3.893788911395601460e-02 1.176304096575540026e-01 3.640994587874301909e-04 4.965526115322036046e-04 1.298103188253079028e-04
3.259451261309109782e-03 3.048738680622165020e-06 1.421085471520200372e-14 1.998908752671585951e-04 1.733961203321876351e-06 1.028152283552085019e-09
1.896753469222467459e-03 5.782322076279822198e-04 1.432315244187520875e-08 1.518807356759728749e-04 8.307152382863094845e-05 6.752088665962219238e-09
6.759176333630545486e-04 2.585993973806655077e-03 3.808839283547804655e-05 9.089273447559489613e-05 1.750367259556647728e-04 3.380749904877275687e-06
1.290687719014727008e-02 4.156438244893112532e-02 1.175287403609281967e-01 3.810816567600789576e-04 4.866527113094959662e-04 1.305227418226031773e-04
7.702719139406788429e-03 3.467046652697258757e-02 1.174893143336235291e-01 3.001962034111266709e-04 4.351016745992031796e-04 1.307605585971548614e-04
1.135465858803641481e-04 1.023797914905255624e-04 9.073622633470890264e-06 3.739250200991232209e-05 3.414618828088464541e-05 4.537142382272199060e-06
1.262910976290954057e-01 1.408899924275397453e-03 2.446633118324825773e-09 9.852629427970327047e-04 1.285097341282584677e-04 2.328306436538696289e-10
3.255503617816124518e-04 2.494453126853368730e-04 4.325537261706813297e-09 6.364949225129453553e-05 5.570511171846952733e-05 9.017492053581906998e-10
4.130450890982295675e-04 2.862652523422992701e-03 2.743023874809402685e-04 7.163128790623893500e-05 1.798328024236164533e-04 2.943868405942060075e-05
1.508872489182078169e-03 4.345109101823640962e-02 6.652536492584681938e-03 1.360656894087711925e-04 5.787255775700624006e-04 1.238151478029482586e-04
8.661668483078699410e-05 2.812463420322375285e-03 1.341989485115213654e-05 3.248576080881259516e-05 1.926490480790590224e-04 1.142308319002966580e-06
